mismatch_type,entity,key,field,parquet_value,database_value,normalized_parquet_value,normalized_database_value,waived,waiver_reason
extra_in_database,monthly_batches,"{""id"": 37}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 38}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 39}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 40}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 41}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 42}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 43}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 44}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 45}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 46}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 47}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 48}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 51}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 52}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 53}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 54}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 55}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 56}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 57}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 58}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 59}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 60}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 61}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 62}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 63}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 64}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 65}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 66}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 67}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 68}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 69}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 70}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 71}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 72}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 73}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 74}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 75}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 76}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 77}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 78}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 79}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 80}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 81}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 82}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 83}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 84}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 85}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 86}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 87}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 88}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 89}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 90}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 91}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 92}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 93}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 94}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 95}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 96}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 97}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 98}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 99}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 100}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 101}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 102}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 103}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 104}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 105}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 106}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 107}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 108}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 109}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 110}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 111}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 112}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 113}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 114}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 115}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 116}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 117}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 118}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 119}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 120}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 121}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 122}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 123}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 124}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 125}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 126}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 127}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 128}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 129}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 130}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 131}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 132}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 133}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 134}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 135}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 136}",,,,,,False,
extra_in_database,monthly_batches,"{""id"": 137}",,,,,,False,
