mismatch_type,entity,key,field,parquet_value,database_value,normalized_parquet_value,normalized_database_value,waived,waiver_reason
missing_in_database,match_team_players,"{""id"": 16312009}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312010}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312011}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312012}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312013}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312014}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312015}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312016}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312017}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312018}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312019}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312020}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312021}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312022}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312023}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312024}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312025}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312026}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312027}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312028}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312029}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312030}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312031}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312032}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312033}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312034}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312035}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312036}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312037}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312038}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312039}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312040}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312041}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312042}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312043}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312044}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312045}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312046}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312047}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312048}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312049}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312050}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312051}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312052}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312053}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312054}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312055}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312056}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312057}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312058}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312059}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312060}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312061}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312062}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312063}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312064}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312065}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312066}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312067}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312068}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312069}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312070}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312071}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312072}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312073}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312074}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312075}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312076}",,,,,,False,
missing_in_database,match_team_players,"{""id"": 16312077}",,,,,,False,
