mismatch_type,entity,key,field,parquet_value,database_value,normalized_parquet_value,normalized_database_value,waived,waiver_reason
missing_in_database,match_games,"{""id"": 6116440}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116441}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116442}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116443}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116444}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116445}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116446}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116447}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116448}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116449}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116450}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116451}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116452}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116453}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116454}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116455}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116456}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116457}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116458}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116459}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116460}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116461}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116462}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116463}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116464}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116465}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116466}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116467}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116468}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116469}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116470}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116471}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116472}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116473}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116474}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116475}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116476}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116477}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116478}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116479}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116480}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116481}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116482}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116483}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116484}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116485}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116486}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116487}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116488}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116489}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116490}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116491}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116492}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116493}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116494}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116495}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116496}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116497}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116498}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116499}",,,,,,False,
missing_in_database,match_games,"{""id"": 6116500}",,,,,,False,
